logg	Teff	Z	L/HP	cLSM	dLSM	cPCM	dPCM	chi2	Type	Mod
 3.00	 11000	 0.0	 2.0	 -0.5801	  1.5028	 -1.5554	  3.2486	 0.1678	q	PC
 3.50	 11000	 0.0	 2.0	 -0.3567	  1.0900	 -1.3830	  2.8812	 0.0816	q	PC
 4.00	 11000	 0.0	 2.0	 -0.2409	  0.8725	 -1.1734	  2.4787	 0.0588	q	PC
 4.50	 11000	 0.0	 2.0	 -0.1778	  0.7510	 -0.9490	  2.0681	 0.0469	q	PC
 5.00	 11000	 0.0	 2.0	 -0.1329	  0.6605	 -0.7505	  1.7092	 0.0373	q	PC
 5.50	 11000	 0.0	 2.0	 -0.1078	  0.6061	 -0.5769	  1.3998	 0.0318	q	PC
 6.00	 11000	 0.0	 2.0	 -0.0893	  0.5673	 -0.4570	  1.1881	 0.0273	q	PC
 2.50	 11200	 0.0	 2.0	 -1.0111	  2.3174	 -1.6390	  3.5469	 0.2639	q	PC
 3.00	 11200	 0.0	 2.0	 -0.6013	  1.5319	 -1.5735	  3.2743	 0.1812	q	PC
 3.50	 11200	 0.0	 2.0	 -0.3695	  1.1056	 -1.4211	  2.9443	 0.0847	q	PC
 4.00	 11200	 0.0	 2.0	 -0.2533	  0.8884	 -1.2084	  2.5353	 0.0608	q	PC
 4.50	 11200	 0.0	 2.0	 -0.1878	  0.7640	 -1.0000	  2.1531	 0.0485	q	PC
 5.00	 11200	 0.0	 2.0	 -0.1399	  0.6692	 -0.7573	  1.7179	 0.0384	q	PC
 5.50	 11200	 0.0	 2.0	 -0.1126	  0.6111	 -0.5819	  1.4053	 0.0322	q	PC
 6.00	 11200	 0.0	 2.0	 -0.0968	  0.5792	 -0.4714	  1.2120	 0.0281	q	PC
 2.50	 11400	 0.0	 2.0	 -1.0354	  2.3540	 -1.6524	  3.5678	 0.2749	q	PC
 3.00	 11400	 0.0	 2.0	 -0.6192	  1.5554	 -1.5970	  3.3110	 0.1926	q	PC
 3.50	 11400	 0.0	 2.0	 -0.3600	  1.0778	 -1.4195	  2.9275	 0.0858	q	PC
 4.00	 11400	 0.0	 2.0	 -0.2616	  0.8962	 -1.2233	  2.5551	 0.0625	q	PC
 4.50	 11400	 0.0	 2.0	 -0.1976	  0.7761	 -1.0332	  2.2063	 0.0500	q	PC
 5.00	 11400	 0.0	 2.0	 -0.1473	  0.6787	 -0.7657	  1.7292	 0.0397	q	PC
 5.50	 11400	 0.0	 2.0	 -0.1205	  0.6246	 -0.5862	  1.4130	 0.0331	q	PC
 6.00	 11400	 0.0	 2.0	 -0.1019	  0.5843	 -0.4792	  1.2218	 0.0288	q	PC
 2.50	 11600	 0.0	 2.0	 -1.0543	  2.3823	 -1.6645	  3.5883	 0.2834	q	PC
 3.00	 11600	 0.0	 2.0	 -0.6319	  1.5702	 -1.6232	  3.3539	 0.2013	q	PC
 3.50	 11600	 0.0	 2.0	 -0.3652	  1.0792	 -1.4445	  2.9651	 0.0883	q	PC
 4.00	 11600	 0.0	 2.0	 -0.2487	  0.8624	 -1.2248	  2.5447	 0.0610	q	PC
 4.50	 11600	 0.0	 2.0	 -0.2047	  0.7829	 -1.0463	  2.2237	 0.0512	q	PC
 5.00	 11600	 0.0	 2.0	 -0.1403	  0.6564	 -0.7707	  1.7269	 0.0384	q	PC
 5.50	 11600	 0.0	 2.0	 -0.1234	  0.6231	 -0.5941	  1.4200	 0.0338	q	PC
 6.00	 11600	 0.0	 2.0	 -0.1070	  0.5895	 -0.4897	  1.2364	 0.0294	q	PC
 2.50	 11800	 0.0	 2.0	 -1.0733	  2.4114	 -1.6755	  3.6082	 0.2906	q	PC
 3.00	 11800	 0.0	 2.0	 -0.6420	  1.5813	 -1.6441	  3.3867	 0.2084	q	PC
 3.50	 11800	 0.0	 2.0	 -0.3890	  1.1167	 -1.4938	  3.0528	 0.0915	q	PC
 4.00	 11800	 0.0	 2.0	 -0.2519	  0.8608	 -1.2410	  2.5658	 0.0617	q	PC
 4.50	 11800	 0.0	 2.0	 -0.2101	  0.7861	 -1.0572	  2.2365	 0.0521	q	PC
 5.00	 11800	 0.0	 2.0	 -0.1438	  0.6574	 -0.7782	  1.7349	 0.0389	q	PC
 5.50	 11800	 0.0	 2.0	 -0.1310	  0.6361	 -0.6007	  1.4316	 0.0345	q	PC
 6.00	 11800	 0.0	 2.0	 -0.1109	  0.5931	 -0.4934	  1.2397	 0.0298	q	PC
 2.50	 12000	 0.0	 2.0	 -1.0906	  2.4382	 -1.6849	  3.6258	 0.2972	q	PC
 3.00	 12000	 0.0	 2.0	 -0.6487	  1.5863	 -1.6622	  3.4138	 0.2149	q	PC
 3.50	 12000	 0.0	 2.0	 -0.3915	  1.1140	 -1.5104	  3.0750	 0.0926	q	PC
 4.00	 12000	 0.0	 2.0	 -0.2535	  0.8563	 -1.2550	  2.5828	 0.0622	q	PC
 4.50	 12000	 0.0	 2.0	 -0.2139	  0.7863	 -1.0675	  2.2479	 0.0528	q	PC
 5.00	 12000	 0.0	 2.0	 -0.1465	  0.6567	 -0.7894	  1.7487	 0.0392	q	PC
 5.50	 12000	 0.0	 2.0	 -0.1349	  0.6392	 -0.6154	  1.4531	 0.0348	q	PC
 6.00	 12000	 0.0	 2.0	 -0.1152	  0.5969	 -0.5039	  1.2541	 0.0303	q	PC
 2.50	  2300	 0.0	 2.0	  0.0445	  0.9514	 -0.3914	  1.7278	 0.0560	r	PC
 3.00	  2300	 0.0	 2.0	 -0.0274	  1.0897	 -0.2600	  1.5061	 0.0254	r	PC
 3.50	  2300	 0.0	 2.0	  0.0987	  0.9323	 -0.1114	  1.2935	 0.0270	r	PC
 4.00	  2300	 0.0	 2.0	  0.2101	  0.8086	  0.0262	  1.1112	 0.0620	r	PC
 4.50	  2300	 0.0	 2.0	  0.2647	  0.7366	  0.0943	  1.0109	 0.0722	r	PC
 5.00	  2300	 0.0	 2.0	  0.2878	  0.6988	  0.1612	  0.9004	 0.0598	r	PC
 5.50	  2300	 0.0	 2.0	  0.2121	  0.7563	  0.1075	  0.9222	 0.0475	r	PC
 6.00	  2300	 0.0	 2.0	  0.1749	  0.7894	  0.0891	  0.9239	 0.0401	r	PC
 2.50	  2400	 0.0	 2.0	 -0.0358	  1.0257	 -0.4914	  1.8418	 0.0392	r	PC
 3.00	  2400	 0.0	 2.0	 -0.0335	  1.0382	 -0.3718	  1.6295	 0.0404	r	PC
 3.50	  2400	 0.0	 2.0	 -0.0418	  1.1006	 -0.2272	  1.4257	 0.0172	r	PC
 4.00	  2400	 0.0	 2.0	  0.0971	  0.9443	 -0.0715	  1.2240	 0.0497	r	PC
 4.50	  2400	 0.0	 2.0	  0.2126	  0.8175	  0.0493	  1.0786	 0.0782	r	PC
 5.00	  2400	 0.0	 2.0	  0.2036	  0.8240	  0.0628	  1.0435	 0.0869	r	PC
 5.50	  2400	 0.0	 2.0	  0.1931	  0.8166	  0.0750	  0.9991	 0.0739	r	PC
 6.00	  2400	 0.0	 2.0	  0.1612	  0.8316	  0.0668	  0.9769	 0.0587	r	PC
 2.50	  2500	 0.0	 2.0	 -0.0965	  1.0747	 -0.5759	  1.9396	 0.0332	r	PC
 3.00	  2500	 0.0	 2.0	 -0.1233	  1.1155	 -0.4832	  1.7501	 0.0216	r	PC
 3.50	  2500	 0.0	 2.0	 -0.0866	  1.1003	 -0.3480	  1.5519	 0.0325	r	PC
 4.00	  2500	 0.0	 2.0	 -0.0562	  1.1150	 -0.1997	  1.3597	 0.0210	r	PC
 4.50	  2500	 0.0	 2.0	  0.0759	  0.9750	 -0.0693	  1.2100	 0.0614	r	PC
 5.00	  2500	 0.0	 2.0	  0.1881	  0.8535	  0.0515	  1.0655	 0.0876	r	PC
 5.50	  2500	 0.0	 2.0	  0.1264	  0.9196	  0.0046	  1.1057	 0.0948	r	PC
 6.00	  2500	 0.0	 2.0	  0.1175	  0.9039	  0.0192	  1.0536	 0.0727	r	PC
 2.50	  2600	 0.0	 2.0	 -0.1258	  1.0997	 -0.6115	  1.9831	 0.0483	r	PC
 3.00	  2600	 0.0	 2.0	 -0.1867	  1.1637	 -0.5699	  1.8452	 0.0308	r	PC
 3.50	  2600	 0.0	 2.0	 -0.1544	  1.1377	 -0.4591	  1.6670	 0.0265	r	PC
 4.00	  2600	 0.0	 2.0	 -0.1307	  1.1527	 -0.3242	  1.4834	 0.0317	r	PC
 4.50	  2600	 0.0	 2.0	 -0.0904	  1.1617	 -0.2026	  1.3489	 0.0313	r	PC
 5.00	  2600	 0.0	 2.0	  0.0272	  1.0395	 -0.0940	  1.2296	 0.0791	r	PC
 5.50	  2600	 0.0	 2.0	  0.1272	  0.9296	  0.0053	  1.1147	 0.0968	r	PC
 6.00	  2600	 0.0	 2.0	  0.1646	  0.8792	  0.0548	  1.0436	 0.0950	r	PC
 2.50	  2700	 0.0	 2.0	 -0.0915	  1.0431	 -0.6145	  1.9939	 0.0454	r	PC
 3.00	  2700	 0.0	 2.0	 -0.1845	  1.1279	 -0.6241	  1.9076	 0.0288	r	PC
 3.50	  2700	 0.0	 2.0	 -0.2149	  1.1754	 -0.5408	  1.7465	 0.0178	r	PC
 4.00	  2700	 0.0	 2.0	 -0.2038	  1.1936	 -0.4229	  1.5723	 0.0220	r	PC
 4.50	  2700	 0.0	 2.0	 -0.1754	  1.2054	 -0.3232	  1.4560	 0.0351	r	PC
 5.00	  2700	 0.0	 2.0	 -0.1418	  1.2227	 -0.2268	  1.3614	 0.0403	r	PC
 5.50	  2700	 0.0	 2.0	 -0.0420	  1.1201	 -0.1394	  1.2701	 0.0806	r	PC
 6.00	  2700	 0.0	 2.0	  0.0447	  1.0219	 -0.0503	  1.1646	 0.0879	r	PC
 2.50	  2800	 0.0	 2.0	 -0.0396	  0.9802	 -0.5789	  1.9625	 0.0414	r	PC
 3.00	  2800	 0.0	 2.0	 -0.2157	  1.1662	 -0.6524	  1.9482	 0.0545	r	PC
 3.50	  2800	 0.0	 2.0	 -0.2248	  1.1507	 -0.6007	  1.8088	 0.0199	r	PC
 4.00	  2800	 0.0	 2.0	 -0.2625	  1.2234	 -0.4989	  1.6377	 0.0259	r	PC
 4.50	  2800	 0.0	 2.0	 -0.2427	  1.2323	 -0.4070	  1.5170	 0.0242	r	PC
 5.00	  2800	 0.0	 2.0	 -0.2149	  1.2476	 -0.3153	  1.4184	 0.0310	r	PC
 5.50	  2800	 0.0	 2.0	 -0.1592	  1.2164	 -0.2354	  1.3401	 0.0505	r	PC
 2.50	  2900	 0.0	 2.0	  0.0202	  0.9176	 -0.5103	  1.8852	 0.0368	r	PC
 3.00	  2900	 0.0	 2.0	 -0.1916	  1.1340	 -0.6392	  1.9344	 0.0492	r	PC
 3.50	  2900	 0.0	 2.0	 -0.2569	  1.1803	 -0.6265	  1.8327	 0.0424	r	PC
 4.00	  2900	 0.0	 2.0	 -0.2748	  1.1995	 -0.5354	  1.6562	 0.0323	r	PC
 4.50	  2900	 0.0	 2.0	 -0.2902	  1.2455	 -0.4542	  1.5351	 0.0354	r	PC
 5.00	  2900	 0.0	 2.0	 -0.2727	  1.2610	 -0.3746	  1.4405	 0.0290	r	PC
 5.50	  2900	 0.0	 2.0	 -0.2291	  1.2514	 -0.3005	  1.3741	 0.0331	r	PC
 6.00	  2900	 0.0	 2.0	 -0.1590	  1.2058	 -0.2198	  1.3040	 0.0477	r	PC
 2.50	  3000	 0.0	 2.0	  0.0415	  0.9346	 -0.4068	  1.7659	 0.0527	r	PC
 3.00	  3000	 0.0	 2.0	 -0.1582	  1.1006	 -0.5910	  1.8729	 0.0421	r	PC
 3.50	  3000	 0.0	 2.0	 -0.2434	  1.1546	 -0.6126	  1.8048	 0.0403	r	PC
 4.00	  3000	 0.0	 2.0	 -0.2719	  1.1684	 -0.5485	  1.6523	 0.0346	r	PC
 4.50	  3000	 0.0	 2.0	 -0.3003	  1.2170	 -0.4845	  1.5426	 0.0458	r	PC
 5.50	  3000	 0.0	 2.0	 -0.2708	  1.2449	 -0.3377	  1.3654	 0.0363	r	PC
 6.00	  3000	 0.0	 2.0	 -0.2242	  1.2284	 -0.2681	  1.3050	 0.0313	r	PC
 2.50	  3100	 0.0	 2.0	  0.1711	  0.8038	 -0.2341	  1.5610	 0.0456	r	PC
 3.00	  3100	 0.0	 2.0	 -0.1172	  1.0634	 -0.5394	  1.8172	 0.0362	r	PC
 3.50	  3100	 0.0	 2.0	 -0.2185	  1.1237	 -0.6010	  1.7969	 0.0366	r	PC
 4.00	  3100	 0.0	 2.0	 -0.2586	  1.1365	 -0.5556	  1.6554	 0.0345	r	PC
 4.50	  3100	 0.0	 2.0	 -0.2938	  1.1785	 -0.4986	  1.5396	 0.0496	r	PC
 5.00	  3100	 0.0	 2.0	 -0.2998	  1.2004	 -0.4230	  1.4211	 0.0494	r	PC
 5.50	  3100	 0.0	 2.0	 -0.2883	  1.2159	 -0.3605	  1.3482	 0.0470	r	PC
 6.00	  3100	 0.0	 2.0	 -0.2627	  1.2207	 -0.3048	  1.2991	 0.0398	r	PC
 2.50	  3200	 0.0	 2.0	  0.1461	  0.7999	 -0.2870	  1.6135	 0.0675	r	PC
 3.00	  3200	 0.0	 2.0	 -0.0417	  0.9848	 -0.4604	  1.7345	 0.0310	r	PC
 3.50	  3200	 0.0	 2.0	 -0.1741	  1.0724	 -0.5782	  1.7836	 0.0310	r	PC
 4.00	  3200	 0.0	 2.0	 -0.2302	  1.0943	 -0.5551	  1.6608	 0.0315	r	PC
 4.50	  3200	 0.0	 2.0	 -0.2781	  1.1380	 -0.5084	  1.5424	 0.0494	r	PC
 5.00	  3200	 0.0	 2.0	 -0.2923	  1.1574	 -0.4344	  1.4105	 0.0525	r	PC
 5.50	  3200	 0.0	 2.0	 -0.2900	  1.1748	 -0.3751	  1.3301	 0.0523	r	PC
 6.00	  3200	 0.0	 2.0	 -0.2707	  1.1834	 -0.3193	  1.2743	 0.0464	r	PC
 2.50	  3300	 0.0	 2.0	  0.1915	  0.7042	 -0.3119	  1.6525	 0.0726	r	PC
 3.00	  3300	 0.0	 2.0	  0.0435	  0.8736	 -0.3918	  1.6593	 0.0413	r	PC
 3.50	  3300	 0.0	 2.0	 -0.1327	  1.0295	 -0.5309	  1.7347	 0.0432	r	PC
 4.00	  3300	 0.0	 2.0	 -0.2082	  1.0689	 -0.5361	  1.6427	 0.0424	r	PC
 4.50	  3300	 0.0	 2.0	 -0.2481	  1.0871	 -0.5028	  1.5317	 0.0436	r	PC
 5.00	  3300	 0.0	 2.0	 -0.2742	  1.1117	 -0.4414	  1.4063	 0.0494	r	PC
 5.50	  3300	 0.0	 2.0	 -0.2796	  1.1281	 -0.3832	  1.3137	 0.0505	r	PC
 6.00	  3300	 0.0	 2.0	 -0.2773	  1.1501	 -0.3370	  1.2603	 0.0494	r	PC
 2.50	  3400	 0.0	 2.0	  0.2571	  0.5751	 -0.3292	  1.6721	 0.0720	r	PC
 3.00	  3400	 0.0	 2.0	  0.1086	  0.7522	 -0.3691	  1.6185	 0.0690	r	PC
 3.50	  3400	 0.0	 2.0	 -0.0621	  0.9357	 -0.4693	  1.6582	 0.0536	r	PC
 4.00	  3400	 0.0	 2.0	 -0.1691	  1.0198	 -0.5014	  1.6017	 0.0507	r	PC
 4.50	  3400	 0.0	 2.0	 -0.2278	  1.0573	 -0.4888	  1.5129	 0.0520	r	PC
 5.00	  3400	 0.0	 2.0	 -0.2524	  1.0676	 -0.4438	  1.4015	 0.0429	r	PC
 5.50	  3400	 0.0	 2.0	 -0.2703	  1.0917	 -0.3899	  1.3034	 0.0464	r	PC
 6.00	  3400	 0.0	 2.0	 -0.2813	  1.1224	 -0.3530	  1.2527	 0.0485	r	PC
 2.50	  3500	 0.0	 2.0	  0.3129	  0.4788	 -0.3110	  1.6454	 0.0871	r	PC
 3.00	  3500	 0.0	 2.0	  0.2167	  0.6008	 -0.2830	  1.5074	 0.0799	r	PC
 3.50	  3500	 0.0	 2.0	  0.0428	  0.7840	 -0.4019	  1.5697	 0.0506	r	PC
 4.00	  3500	 0.0	 2.0	 -0.0979	  0.9187	 -0.4609	  1.5500	 0.0382	r	PC
 4.50	  3500	 0.0	 2.0	 -0.1839	  0.9927	 -0.4710	  1.4898	 0.0394	r	PC
 5.00	  3500	 0.0	 2.0	 -0.2274	  1.0232	 -0.4402	  1.3914	 0.0343	r	PC
 5.50	  3500	 0.0	 2.0	 -0.2624	  1.0616	 -0.3962	  1.2962	 0.0418	r	PC
 6.00	  3500	 0.0	 2.0	 -0.2822	  1.0957	 -0.3639	  1.2426	 0.0477	r	PC
 2.50	  3600	 0.0	 2.0	  0.3988	  0.3524	 -0.2649	  1.5869	 0.0821	r	PC
 3.00	  3600	 0.0	 2.0	  0.3278	  0.4527	 -0.1765	  1.3710	 0.1043	r	PC
 3.50	  3600	 0.0	 2.0	  0.1366	  0.6635	 -0.3118	  1.4571	 0.0621	r	PC
 4.00	  3600	 0.0	 2.0	 -0.0282	  0.8273	 -0.4065	  1.4832	 0.0347	r	PC
 4.50	  3600	 0.0	 2.0	 -0.1573	  0.9583	 -0.4482	  1.4618	 0.0506	r	PC
 5.00	  3600	 0.0	 2.0	 -0.2139	  1.0007	 -0.4336	  1.3800	 0.0363	r	PC
 5.50	  3600	 0.0	 2.0	 -0.2497	  1.0319	 -0.3969	  1.2877	 0.0354	r	PC
 6.00	  3600	 0.0	 2.0	 -0.2848	  1.0780	 -0.3756	  1.2399	 0.0453	r	PC
 2.50	  3700	 0.0	 2.0	  0.4262	  0.3279	 -0.2175	  1.5302	 0.0992	r	PC
 3.00	  3700	 0.0	 2.0	  0.4038	  0.3507	 -0.1139	  1.2925	 0.1006	r	PC
 3.50	  3700	 0.0	 2.0	  0.2409	  0.5400	 -0.1983	  1.3196	 0.0774	r	PC
 4.00	  3700	 0.0	 2.0	  0.0448	  0.7428	 -0.3320	  1.3960	 0.0387	r	PC
 4.50	  3700	 0.0	 2.0	 -0.1171	  0.9080	 -0.4181	  1.4273	 0.0487	r	PC
 5.00	  3700	 0.0	 2.0	 -0.1929	  0.9703	 -0.4260	  1.3705	 0.0283	r	PC
 5.50	  3700	 0.0	 2.0	 -0.2433	  1.0147	 -0.3970	  1.2807	 0.0320	r	PC
 6.00	  3700	 0.0	 2.0	 -0.2805	  1.0579	 -0.3802	  1.2340	 0.0413	r	PC
 2.50	  3800	 0.0	 2.0	  0.4315	  0.3331	 -0.1967	  1.5086	 0.1081	r	PC
 3.00	  3800	 0.0	 2.0	  0.4140	  0.3487	 -0.0884	  1.2652	 0.1121	r	PC
 3.50	  3800	 0.0	 2.0	  0.3453	  0.4163	 -0.1002	  1.2044	 0.0620	r	PC
 4.00	  3800	 0.0	 2.0	  0.1287	  0.6551	 -0.2349	  1.2863	 0.0455	r	PC
 4.50	  3800	 0.0	 2.0	 -0.0732	  0.8618	 -0.3727	  1.3780	 0.0515	r	PC
 5.00	  3800	 0.0	 2.0	 -0.1704	  0.9395	 -0.4126	  1.3540	 0.0245	r	PC
 5.50	  3800	 0.0	 2.0	 -0.2332	  0.9947	 -0.3948	  1.2731	 0.0276	r	PC
 6.00	  3800	 0.0	 2.0	 -0.2748	  1.0377	 -0.3818	  1.2254	 0.0385	r	PC
 2.50	  3900	 0.0	 2.0	  0.4584	  0.2947	 -0.2080	  1.5276	 0.0693	r	PC
 3.00	  3900	 0.0	 2.0	  0.4539	  0.2900	 -0.0946	  1.2772	 0.0770	r	PC
 3.50	  3900	 0.0	 2.0	  0.4235	  0.3222	 -0.0186	  1.1045	 0.0764	r	PC
 4.00	  3900	 0.0	 2.0	  0.2066	  0.5665	 -0.1472	  1.1822	 0.0575	r	PC
 4.50	  3900	 0.0	 2.0	  0.0062	  0.7664	 -0.3074	  1.3038	 0.0296	r	PC
 5.00	  3900	 0.0	 2.0	 -0.1445	  0.9137	 -0.3860	  1.3266	 0.0242	r	PC
 5.50	  3900	 0.0	 2.0	 -0.2183	  0.9708	 -0.3856	  1.2579	 0.0246	r	PC
 6.00	  3900	 0.0	 2.0	 -0.2658	  1.0162	 -0.3791	  1.2138	 0.0357	r	PC
 2.50	  4000	 0.0	 2.0	  0.4205	  0.3464	 -0.2419	  1.5715	 0.0732	r	PC
 3.00	  4000	 0.0	 2.0	  0.4192	  0.3412	 -0.1196	  1.3115	 0.0815	r	PC
 3.50	  4000	 0.0	 2.0	  0.4145	  0.3452	 -0.0003	  1.0842	 0.0885	r	PC
 4.00	  4000	 0.0	 2.0	  0.2779	  0.4933	 -0.0595	  1.0822	 0.0679	r	PC
 4.50	  4000	 0.0	 2.0	  0.0740	  0.6981	 -0.2238	  1.2101	 0.0359	r	PC
 5.00	  4000	 0.0	 2.0	 -0.0989	  0.8627	 -0.3387	  1.2728	 0.0267	r	PC
 5.50	  4000	 0.0	 2.0	 -0.1963	  0.9438	 -0.3648	  1.2328	 0.0233	r	PC
 6.00	  4000	 0.0	 2.0	 -0.2450	  0.9785	 -0.3666	  1.1892	 0.0317	r	PC
 2.50	  4100	 0.0	 2.0	  0.3802	  0.3965	 -0.2810	  1.6193	 0.0812	r	PC
 3.00	  4100	 0.0	 2.0	  0.3678	  0.4116	 -0.1543	  1.3549	 0.0912	r	PC
 3.50	  4100	 0.0	 2.0	  0.3760	  0.3967	 -0.0306	  1.1220	 0.0949	r	PC
 4.00	  4100	 0.0	 2.0	  0.3392	  0.4282	  0.0138	  0.9974	 0.0811	r	PC
 4.50	  4100	 0.0	 2.0	  0.1620	  0.6121	 -0.1202	  1.0976	 0.0401	r	PC
 5.00	  4100	 0.0	 2.0	 -0.0333	  0.7946	 -0.2667	  1.1941	 0.0299	r	PC
 5.50	  4100	 0.0	 2.0	 -0.1556	  0.8984	 -0.3280	  1.1930	 0.0214	r	PC
 6.00	  4100	 0.0	 2.0	 -0.2242	  0.9511	 -0.3493	  1.1671	 0.0291	r	PC
 2.50	  4200	 0.0	 2.0	  0.3485	  0.4311	 -0.3189	  1.6635	 0.0880	r	PC
 3.00	  4200	 0.0	 2.0	  0.3327	  0.4525	 -0.1882	  1.3937	 0.1015	r	PC
 3.50	  4200	 0.0	 2.0	  0.3794	  0.3785	 -0.0606	  1.1558	 0.0640	r	PC
 4.00	  4200	 0.0	 2.0	  0.3861	  0.3667	  0.0517	  0.9504	 0.0628	r	PC
 4.50	  4200	 0.0	 2.0	  0.2379	  0.5266	 -0.0325	  0.9934	 0.0517	r	PC
 5.00	  4200	 0.0	 2.0	  0.0432	  0.7177	 -0.1798	  1.1002	 0.0344	r	PC
 5.50	  4200	 0.0	 2.0	 -0.0822	  0.8073	 -0.2639	  1.1158	 0.0158	r	PC
 6.00	  4200	 0.0	 2.0	 -0.1915	  0.9125	 -0.3197	  1.1330	 0.0264	r	PC
 2.50	  4300	 0.0	 2.0	  0.3129	  0.4723	 -0.3546	  1.7042	 0.0956	r	PC
 3.00	  4300	 0.0	 2.0	  0.3038	  0.4830	 -0.2193	  1.4278	 0.1098	r	PC
 3.50	  4300	 0.0	 2.0	  0.3544	  0.4038	 -0.0887	  1.1859	 0.0700	r	PC
 4.00	  4300	 0.0	 2.0	  0.3631	  0.3891	  0.0307	  0.9706	 0.0716	r	PC
 4.50	  4300	 0.0	 2.0	  0.3008	  0.4614	  0.0405	  0.9114	 0.0608	r	PC
 5.00	  4300	 0.0	 2.0	  0.1272	  0.6394	 -0.0850	  1.0034	 0.0364	r	PC
 5.50	  4300	 0.0	 2.0	 -0.0363	  0.7836	 -0.2003	  1.0637	 0.0181	r	PC
 6.00	  4300	 0.0	 2.0	 -0.1462	  0.8638	 -0.2765	  1.0872	 0.0231	r	PC
 2.50	  4400	 0.0	 2.0	  0.2827	  0.5051	 -0.3887	  1.7425	 0.0979	r	PC
 3.00	  4400	 0.0	 2.0	  0.2802	  0.5058	 -0.2476	  1.4573	 0.1139	r	PC
 3.50	  4400	 0.0	 2.0	  0.3315	  0.4256	 -0.1163	  1.2152	 0.0748	r	PC
 4.00	  4400	 0.0	 2.0	  0.3440	  0.4074	  0.0087	  0.9938	 0.0772	r	PC
 4.50	  4400	 0.0	 2.0	  0.3407	  0.4106	  0.0873	  0.8502	 0.0759	r	PC
 5.00	  4400	 0.0	 2.0	  0.2328	  0.5083	  0.0028	  0.8994	 0.0180	r	PC
 5.50	  4400	 0.0	 2.0	  0.0469	  0.6955	 -0.1158	  0.9727	 0.0156	r	PC
 6.00	  4400	 0.0	 2.0	 -0.0978	  0.8268	 -0.2256	  1.0452	 0.0200	r	PC
 2.50	  4500	 0.0	 2.0	  0.2575	  0.5301	 -0.4210	  1.7779	 0.0976	r	PC
 3.00	  4500	 0.0	 2.0	  0.2625	  0.5176	 -0.2759	  1.4857	 0.1146	r	PC
 3.50	  4500	 0.0	 2.0	  0.3109	  0.4440	 -0.1445	  1.2455	 0.0761	r	PC
 4.00	  4500	 0.0	 2.0	  0.3259	  0.4223	 -0.0171	  1.0207	 0.0802	r	PC
 4.50	  4500	 0.0	 2.0	  0.3289	  0.4183	  0.0789	  0.8535	 0.0837	r	PC
 5.00	  4500	 0.0	 2.0	  0.2876	  0.4577	  0.0645	  0.8364	 0.0231	r	PC
 5.50	  4500	 0.0	 2.0	  0.1254	  0.6232	 -0.0347	  0.8950	 0.0117	r	PC
 6.00	  4500	 0.0	 2.0	 -0.0268	  0.7542	 -0.1556	  0.9734	 0.0165	r	PC
 2.50	  4600	 0.0	 2.0	  0.2366	  0.5480	 -0.4526	  1.8127	 0.0967	r	PC
 3.00	  4600	 0.0	 2.0	  0.2361	  0.5466	 -0.3045	  1.5177	 0.1147	r	PC
 3.50	  4600	 0.0	 2.0	  0.2912	  0.4606	 -0.1732	  1.2767	 0.0759	r	PC
 4.00	  4600	 0.0	 2.0	  0.3057	  0.4403	 -0.0440	  1.0495	 0.0817	r	PC
 4.50	  4600	 0.0	 2.0	  0.3351	  0.3963	  0.0556	  0.8771	 0.0485	r	PC
 5.00	  4600	 0.0	 2.0	  0.3292	  0.4040	  0.1048	  0.7850	 0.0316	r	PC
 5.50	  4600	 0.0	 2.0	  0.2050	  0.5343	  0.0391	  0.8140	 0.0102	r	PC
 6.00	  4600	 0.0	 2.0	  0.0447	  0.6863	 -0.0828	  0.9024	 0.0138	r	PC
 2.50	  4700	 0.0	 2.0	  0.2267	  0.5477	 -0.4837	  1.8468	 0.0939	r	PC
 3.00	  4700	 0.0	 2.0	  0.2188	  0.5593	 -0.3325	  1.5478	 0.1140	r	PC
 3.50	  4700	 0.0	 2.0	  0.2721	  0.4763	 -0.2019	  1.3081	 0.0754	r	PC
 4.00	  4700	 0.0	 2.0	  0.2877	  0.4546	 -0.0706	  1.0777	 0.0812	r	PC
 4.50	  4700	 0.0	 2.0	  0.3154	  0.4139	  0.0289	  0.9059	 0.0485	r	PC
 5.00	  4700	 0.0	 2.0	  0.3243	  0.4039	  0.0997	  0.7860	 0.0349	r	PC
 5.50	  4700	 0.0	 2.0	  0.2585	  0.4802	  0.0893	  0.7638	 0.0142	r	PC
 6.00	  4700	 0.0	 2.0	  0.1136	  0.6249	 -0.0172	  0.8446	 0.0104	r	PC
 2.50	  4800	 0.0	 2.0	  0.2075	  0.5655	 -0.5132	  1.8822	 0.0956	r	PC
 3.00	  4800	 0.0	 2.0	  0.2021	  0.5707	 -0.3640	  1.5844	 0.1147	r	PC
 3.50	  4800	 0.0	 2.0	  0.2557	  0.4877	 -0.2300	  1.3389	 0.0744	r	PC
 4.00	  4800	 0.0	 2.0	  0.2700	  0.4685	 -0.0979	  1.1074	 0.0809	r	PC
 4.50	  4800	 0.0	 2.0	  0.2972	  0.4290	  0.0017	  0.9357	 0.0475	r	PC
 5.00	  4800	 0.0	 2.0	  0.3114	  0.4131	  0.0814	  0.8044	 0.0345	r	PC
